,NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
663,664,C[C@H](C1=C(C=CC=C1F)F)O,19.732,Cyclodex_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
664,665,C[C@@H](C1=C(C=CC=C1F)F)O,20.262,Cyclodex_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
665,666,C[C@H](C1=CC(=CC=C1)Cl)O,24.992,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
666,667,C[C@@H](C1=CC(=CC=C1)Cl)O,25.612,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
667,668,C[C@H](C1=CC(=CC=C1)Br)O,31.015,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
668,669,C[C@@H](C1=CC(=CC=C1)Br)O,31.638,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
669,670,C[C@@H](C1=CC=CC=C1OC)O,23.993,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
670,671,C[C@H](C1=CC=CC=C1OC)O,24.332,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
671,672,C[C@H](C1=CC(=CC=C1)OC)O,26.414,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
672,673,C[C@@H](C1=CC(=CC=C1)OC)O,26.913,Cyclodex_B,70.0,5.0,5.0,10.0,11.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
673,674,CC[C@H](C1=CC=CC=C1)O,28.752,Cyclodex_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
674,675,CC[C@@H](C1=CC=CC=C1)O,29.283,Cyclodex_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
675,676,O[C@@H](C1=CC=CC=C1)C(C)C,21.734,Cyclodex_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
676,677,O[C@H](C1=CC=CC=C1)C(C)C,21.831,Cyclodex_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
677,678,C[C@@H](CCC1=CC=CC=C1)O,66.587,Cyclodex_B,70.0,15.0,1.0,30.0,5.0,2.0,20.0,2.0,3,10.0,8.0,0,0,0
678,679,C[C@H](CCC1=CC=CC=C1)O,67.008,Cyclodex_B,70.0,15.0,1.0,30.0,5.0,2.0,20.0,2.0,3,10.0,8.0,0,0,0
679,680,O[C@@H]1CCCCC2=CC=CC=C12,109.579,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
680,681,O[C@H]1CCCCC2=CC=CC=C12,110.85,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
681,682,C1CC2=CC=CC=C2[C@H]1O,85.456,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
682,683,C1CC2=CC=CC=C2[C@@H]1O,85.957,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
683,684,O[C@H]1CCC2=CC=C(C(F)(F)F)C=C12,101.167,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
684,685,O[C@@H]1CCC2=CC=C(C(F)(F)F)C=C12,101.566,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
685,686,C1CC2=CC=CC=C2[C@H]1O,85.456,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
686,687,C1CC2=CC=CC=C2[C@@H]1O,85.957,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
687,688,O[C@H]1CCC2=CC=C(C(F)(F)F)C=C12,99.635,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
688,689,O[C@@H]1CCC2=CC=C(C(F)(F)F)C=C12,100.497,Cyclodex_B,70.0,15.0,1.0,30.0,40.0,2.0,10.0,0.0,5,10.0,15.0,0,0,0
689,690,CC1=CC[C@H](CC1)C(=C)C,21.2,Cyclodex_B,50.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
690,691,CC1=CC[C@@H](CC1)C(=C)C,22.02,Cyclodex_B,50.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
691,692,CC1=CC[C@H](CC1)C(=C)C,21.2,Cyclodex_B,50.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
692,693,CC1=CC[C@@H](CC1)C(=C)C,22.02,Cyclodex_B,50.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
693,694,CCCCCC(=O)[C@H](C)O,22.8,Cyclodex_B,50.0,1.0,3.0,56.67,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
694,695,CCCCCC(=O)[C@@H](C)O,22.56,Cyclodex_B,50.0,1.0,3.0,56.67,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
695,696,CCCCC[C@H](C(=O)C)O,22.72,Cyclodex_B,50.0,1.0,3.0,56.67,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
696,697,CCCCC[C@@H](C(=O)C)O,23.38,Cyclodex_B,50.0,1.0,3.0,56.67,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
697,698,CCC/C=C/C(=O)[C@H](C)O,24.06,Cyclodex_B,50.0,1.0,3.0,56.67,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
698,699,CCC/C=C/C(=O)[C@@H](C)O,24.85,Cyclodex_B,50.0,1.0,3.0,56.67,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
699,700,CC1=CC[C@@H]2C[C@H]1C2(C)C,23.66,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
700,701,CC1=CC[C@H]2C[C@@H]1C2(C)C,22.93,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
701,702,CC1([C@@H]2CCC(=C)[C@H]1C2)C,27.65,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
702,703,CC1([C@H]2CCC(=C)[C@@H]1C2)C,28.0,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
703,704,CC1=CC[C@@H](CC1)C(=C)C,29.47,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
704,705,CC1=CC[C@H](CC1)C(=C)C,29.1,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
705,706,CC(=CCC[C@](C)(C=C)O)C,45.1,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
706,707,CC(=CCC[C@@](C)(C=C)O)C,45.3,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
707,708,C[C@@H]1CCC(=C(C)C)C(=O)C1,53.4,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
708,709,C[C@H]1CCC(=C(C)C)C(=O)C1,53.8,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
709,710,C[C@@H](CCC=C(C)C)O,26.1,Cyclodex_B,50.0,1.0,2.5,60.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
710,711,C[C@H](CCC=C(C)C)O,26.38,Cyclodex_B,50.0,1.0,2.5,60.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
711,712,C=C[C@]1(C)CC[C@@H](O)C(C)(C)O1,8.1,Cyclodex_B,50.0,1.0,15.0,15.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
712,713,C=C[C@@]1(C)CC[C@H](O)C(C)(C)O1,8.2,Cyclodex_B,50.0,1.0,15.0,15.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
713,714,C=C[C@]1(C)CC[C@H](O)C(C)(C)O1,8.5,Cyclodex_B,50.0,1.0,15.0,15.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
714,715,C=C[C@@]1(C)CC[C@@H](O)C(C)(C)O1,8.75,Cyclodex_B,50.0,1.0,15.0,15.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
715,716,CC(=O)O[C@@H](C)CC/C=C(\C)CCC=C(C)C,53.993,Cyclodex_B,50.0,1.0,3.0,56.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
716,717,CC(=O)O[C@H](C)CC/C=C(\C)CCC=C(C)C,54.66,Cyclodex_B,50.0,1.0,3.0,56.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
717,718,CC1=CC[C@H]2C[C@@H]1C2(C)C,24.022,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
718,719,CC1=CC[C@@H]2C[C@H]1C2(C)C,24.831,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
719,720,CC(C)[C@]12CCC(=C)[C@H]1C2,26.344,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
720,721,CC(C)[C@@]12CCC(=C)[C@@H]1C2,27.299,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
721,722,CC1([C@@H]2CC[C@@H](C2)C1=C)C,26.839,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
722,723,CC1([C@H]2CC[C@H](C2)C1=C)C,27.42,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
723,724,CC1=CC[C@@H]2[C@H](C1)C2(C)C,28.53,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
724,725,CC1=CC[C@H]2[C@@H](C1)C2(C)C,28.94,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
725,726,CC1([C@@H]2CCC(=C)[C@H]1C2)C,28.86,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
726,727,CC1([C@H]2CCC(=C)[C@@H]1C2)C,29.216,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
727,728,CC1=CC[C@H](CC1)C(=C)C,30.577,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
728,729,CC1=CC[C@@H](CC1)C(=C)C,30.957,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
729,730,CC(C)[C@@H]1CCC(=C)C=C1,32.023,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
730,731,CC(C)[C@H]1CCC(=C)C=C1,32.36,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
731,732,CC(=CCC[C@](C)(C=C)O)C,46.81,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
732,733,CC(=CCC[C@@](C)(C=C)O)C,47.221,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
733,734,CC1=CC[C@](CC1)(C(C)C)O,53.915,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
734,735,CC1=CC[C@@](CC1)(C(C)C)O,54.242,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
735,736,CC1=CC[C@@H](CC1)C(C)(C)O,57.613,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
736,737,CC1=CC[C@H](CC1)C(C)(C)O,57.912,Cyclodex_B,40.0,5.0,106.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
737,738,CCC[C@H](C(=O)C)O,13.5,Cyclodex_B,50.0,1.0,3.0,56.7,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
738,739,CCC[C@@H](C(=O)C)O,14.62,Cyclodex_B,50.0,1.0,3.0,56.7,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
739,740,CCC[C@@H]([C@H](C)O)O,22.0,Cyclodex_B,50.0,1.0,3.0,56.7,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
740,741,CCC[C@H]([C@@H](C)O)O,22.4,Cyclodex_B,50.0,1.0,3.0,56.7,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
741,742,CCC[C@@H]([C@@H](C)O)O,23.2,Cyclodex_B,50.0,1.0,3.0,56.7,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
742,743,CCC[C@H]([C@H](C)O)O,23.5,Cyclodex_B,50.0,1.0,3.0,56.7,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
743,744,CC1=CC[C@H]2C[C@@H]1C2(C)C,25.4,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
744,745,CC1=CC[C@@H]2C[C@H]1C2(C)C,26.25,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
745,746,CC(C)[C@]12CCC(=C)[C@H]1C2,27.6,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
746,747,CC(C)[C@@]12CCC(=C)[C@@H]1C2,28.95,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
747,748,CC1([C@@H]2CC[C@@H](C2)C1=C)C,28.3,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
748,749,CC1([C@H]2CC[C@H](C2)C1=C)C,29.6,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
749,750,CC1([C@@H]2CCC(=C)[C@H]1C2)C,30.4,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
750,751,CC1([C@H]2CCC(=C)[C@@H]1C2)C,30.8,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
751,752,CC1=CC[C@H](CC1)C(=C)C,32.15,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
752,753,CC1=CC[C@@H](CC1)C(=C)C,32.55,Cyclodex_B,40.0,0.0,1.5,80.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
753,754,CC1=CC[C@H]2C[C@@H]1C2(C)C,25.4,Cyclodex_B,40.0,5.0,1.5,93.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
754,755,CC1=CC[C@@H]2C[C@H]1C2(C)C,26.4,Cyclodex_B,40.0,5.0,1.5,93.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
755,756,CC1([C@@H]2CCC(=C)[C@H]1C2)C,30.2,Cyclodex_B,40.0,5.0,1.5,93.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
756,757,CC1([C@H]2CCC(=C)[C@@H]1C2)C,30.4,Cyclodex_B,40.0,5.0,1.5,93.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
757,758,CC(C)[C@@H]1CCC(=C)C=C1,33.8,Cyclodex_B,40.0,5.0,1.5,93.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
758,759,CC(C)[C@H]1CCC(=C)C=C1,34.2,Cyclodex_B,40.0,5.0,1.5,93.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
759,760,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O,50.37,Cyclodex_B,50.0,5.0,5.0,4.0,0.0,2.5,52.0,0.0,0,0.0,0.0,0,0,0
760,761,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,50.48,Cyclodex_B,50.0,5.0,5.0,4.0,0.0,2.5,52.0,0.0,0,0.0,0.0,0,0,0
761,762,CC1=CC[C@H]2C[C@@H]1C2(C)C,22.7,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
762,763,CC1=CC[C@@H]2C[C@H]1C2(C)C,23.5,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
763,764,CC1([C@@H]2CC[C@@H](C2)C1=C)C,25.4,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
764,765,CC1([C@H]2CC[C@H](C2)C1=C)C,26.1,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
765,766,CC1([C@@H]2CCC(=C)[C@H]1C2)C,27.5,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
766,767,CC1([C@H]2CCC(=C)[C@@H]1C2)C,27.9,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
767,768,CC1=CC[C@H](CC1)C(=C)C,29.0,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
768,769,CC1=CC[C@@H](CC1)C(=C)C,29.4,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
769,770,CC(C)[C@@H]1CCC(=C)C=C1,30.3,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
770,771,CC(C)[C@H]1CCC(=C)C=C1,30.5,Cyclodex_B,40.0,5.0,1.5,80.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
771,772,[H][C@]1(C(=C)Cl)CO1,6.5,Cyclodex_B,40.0,1.0,5.0,2.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
772,773,[H][C@@]1(C(=C)Cl)CO1,6.65,Cyclodex_B,40.0,1.0,5.0,2.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
773,774,CC[C@H](OC(C)=O)C(C)C,24.68,Cyclodex_B,40.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
774,775,CC[C@@H](OC(C)=O)C(C)C,25.91,Cyclodex_B,40.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
775,776,O=C1OCC(C)(C)[C@@H]1O,10.6,Cyclodex_B,124.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
776,777,O=C1OCC(C)(C)[C@H]1O,11.2,Cyclodex_B,124.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
777,778,C(=O)(O[C@@]([H])(C)C/C=C\C/C=C\CCCCC)C,19.9,Cyclodex_B,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
778,779,C(=O)(O[C@]([H])(C)C/C=C\C/C=C\CCCCC)C,20.4,Cyclodex_B,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
779,780,CC1=CC[C@H](CC1)C(=C)C,14.75,Cyclodex_B,40.0,2.0,4.0,47.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
780,781,CC1=CC[C@@H](CC1)C(=C)C,14.95,Cyclodex_B,40.0,2.0,4.0,47.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
781,782,CC(=O)O[C@H](C)CC/C=C(\C)CCC=C(C)C,51.33,Cyclodex_B,50.0,1.0,2.5,60.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
782,783,CC(=O)O[C@@H](C)CC/C=C(\C)CCC=C(C)C,51.72,Cyclodex_B,50.0,1.0,2.5,60.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
783,784,CC[C@H](CC(=O)OC)C(C)C,23.05,Cyclodex_B,30.0,1.0,15.0,2.3,21.67,10.0,17.5,0.0,0,0.0,0.0,0,0,0
784,785,CC[C@@H](CC(=O)OC)C(C)C,22.72,Cyclodex_B,30.0,1.0,15.0,2.3,21.67,10.0,17.5,0.0,0,0.0,0.0,0,0,0
785,786,CCC[C@@H](O)C(C)=O,10.56,Cyclodex_B,50.0,1.0,5.0,16.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
786,787,CCC[C@H](O)C(C)=O,11.1,Cyclodex_B,50.0,1.0,5.0,16.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
787,788,CC[C@@H](C)CO,13.74,Cyclodex_B,40.0,10.0,5.0,32.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
788,789,CC[C@H](C)CO,13.87,Cyclodex_B,40.0,10.0,5.0,32.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
789,790,O(C(=O)[C@H](O)C1=CC=CC=C1)C,29.9,Cyclodex_B,109.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
790,791,O(C(=O)[C@@H](O)C1=CC=CC=C1)C,30.9,Cyclodex_B,109.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
791,792,[C@H](O)(C(OC)OC)C,8.6,Cyclodex_B,64.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
792,793,[C@@H](O)(C(OC)OC)C,9.1,Cyclodex_B,64.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
793,794,C(=C/C([C@@H](/C=C(C)\C=C\C)C)=O)\C,23.2,Cyclodex_B,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
794,795,C(=C/C([C@H](/C=C(C)\C=C\C)C)=O)\C,24.0,Cyclodex_B,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
795,796,C/C=C/C(=O)[C@H](C)/C=C(C)/C=C/C,29.8,Cyclodex_B,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
796,797,C/C=C/C(=O)[C@@H](C)/C=C(C)/C=C/C,30.5,Cyclodex_B,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
797,798,C(=C/C([C@@H](/C=C(C)\C=C\C)C)=O)\C,20.0,Cyclodex_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
798,799,C(=C/C([C@H](/C=C(C)\C=C\C)C)=O)\C,20.3,Cyclodex_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
799,800,C/C=C/C(=O)[C@H](C)/C=C(C)/C=C/C,23.1,Cyclodex_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
800,801,C/C=C/C(=O)[C@@H](C)/C=C(C)/C=C/C,23.3,Cyclodex_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
801,802,CCCCCC[C@@H]1CCC(=O)O1,31.35,Cyclodex_B,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
802,803,CCCCCC[C@H]1CCC(=O)O1,31.63,Cyclodex_B,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
803,804,CCCCCCCC[C@@H]1CCC(=O)O1,65.9,Cyclodex_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
804,805,CCCCCCCC[C@H]1CCC(=O)O1,66.38,Cyclodex_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
805,806,CC[C@H](C)COC(=O)C,22.86,Cyclodex_B,30.0,12.0,3.0,23.3,0.0,5.0,10.0,0.0,15,4.7,10.0,0,0,0
806,807,CC[C@@H](C)COC(=O)C,23.13,Cyclodex_B,30.0,12.0,3.0,23.3,0.0,5.0,10.0,0.0,15,4.7,10.0,0,0,0
807,808,O=C1OCC(C)(C)[C@@H]1O,10.6,Cyclodex_B,124.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
808,809,O=C1OCC(C)(C)[C@H]1O,11.2,Cyclodex_B,124.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
809,810,[C@H](O)(C(OC)OC)C,9.4,Cyclodex_B,64.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
810,811,[C@@H](O)(C(OC)OC)C,9.9,Cyclodex_B,64.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
811,812,[H][C@](O)(C1=CC=CC=C1)C(F)(F)F,25.0,Cyclodex_B,69.85,5.0,5.0,9.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
812,813,[H][C@@](O)(C1=CC=CC=C1)C(F)(F)F,25.9,Cyclodex_B,69.85,5.0,5.0,9.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
813,814,C=C[C@]1(C)CC[C@@H](O)C(C)(C)O1,14.6,Cyclodex_B,110.0,11.5,5.0,2.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
814,815,C=C[C@@]1(C)CC[C@H](O)C(C)(C)O1,14.95,Cyclodex_B,110.0,11.5,5.0,2.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
815,816,C=C[C@]1(C)CC[C@H](O)C(C)(C)O1,15.25,Cyclodex_B,110.0,11.5,5.0,2.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
